Year,Month,Day,State,Reporting Region,Energy_Source,Unit,Data_Source,hydro_shape,Generation,date,unit,region,capacity,day,month,year,CF
2010,1,5,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.307740032672882,2010-01-05,GW,PARANA Atlantico Sul,0.26,5,1,2010,1.010855774466808
2010,1,6,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.253559976816177,2010-01-06,GW,PARANA Atlantico Sul,0.26,6,1,2010,1.0021730732077208
2010,1,7,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.269479900598526,2010-01-07,GW,PARANA Atlantico Sul,0.26,7,1,2010,1.0047243430446355
2010,1,8,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.364450007677078,2010-01-08,GW,PARANA Atlantico Sul,0.26,8,1,2010,1.0199439114867113
2010,1,9,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3763799369335175,2010-01-09,GW,PARANA Atlantico Sul,0.26,9,1,2010,1.0218557591239612
2010,1,10,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.38374000787735,2010-01-10,GW,PARANA Atlantico Sul,0.26,10,1,2010,1.0230352576726522
2010,1,11,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.293360009789467,2010-01-11,GW,PARANA Atlantico Sul,0.26,11,1,2010,1.008551283620107
2010,1,12,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.365730047225952,2010-01-12,GW,PARANA Atlantico Sul,0.26,12,1,2010,1.0201490460298
2010,1,13,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.344019949436188,2010-01-13,GW,PARANA Atlantico Sul,0.26,13,1,2010,1.0166698636916967
2010,1,14,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3668400049209595,2010-01-14,GW,PARANA Atlantico Sul,0.26,14,1,2010,1.0203269238655384
2010,1,15,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.383560001850128,2010-01-15,GW,PARANA Atlantico Sul,0.26,15,1,2010,1.023006410552905
2010,1,16,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3855099976062775,2010-01-16,GW,PARANA Atlantico Sul,0.26,16,1,2010,1.0233189098728008
2010,1,17,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.391849905252457,2010-01-17,GW,PARANA Atlantico Sul,0.26,17,1,2010,1.0243349207135346
2010,1,18,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.382050067186356,2010-01-18,GW,PARANA Atlantico Sul,0.26,18,1,2010,1.0227644338439672
2010,1,20,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3117300271987915,2010-01-20,GW,PARANA Atlantico Sul,0.26,20,1,2010,1.011495196666473
2010,1,21,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.2896899580955505,2010-01-21,GW,PARANA Atlantico Sul,0.26,21,1,2010,1.0079631343101842
2010,1,22,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.335519939661026,2010-01-22,GW,PARANA Atlantico Sul,0.26,22,1,2010,1.015307682637985
2010,1,23,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3833200335502625,2010-01-23,GW,PARANA Atlantico Sul,0.26,23,1,2010,1.0229679540945933
2010,1,24,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.388250052928925,2010-01-24,GW,PARANA Atlantico Sul,0.26,24,1,2010,1.0237580213027122
2010,1,25,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3787199556827545,2010-01-25,GW,PARANA Atlantico Sul,0.26,25,1,2010,1.0222307621286466
2010,1,26,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.379489958286285,2010-01-26,GW,PARANA Atlantico Sul,0.26,26,1,2010,1.0223541599817765
2010,1,27,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3776499927043915,2010-01-27,GW,PARANA Atlantico Sul,0.26,27,1,2010,1.0220592937026267
2010,1,28,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.379530042409897,2010-01-28,GW,PARANA Atlantico Sul,0.26,28,1,2010,1.0223605837195346
2010,1,29,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.387169986963272,2010-01-29,GW,PARANA Atlantico Sul,0.26,29,1,2010,1.0235849338082166
2010,1,30,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.396369904279709,2010-01-30,GW,PARANA Atlantico Sul,0.26,30,1,2010,1.0250592795320046
2010,1,31,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.400999963283539,2010-01-31,GW,PARANA Atlantico Sul,0.26,31,1,2010,1.0258012761672337
2010,2,1,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.387479990720749,2010-02-01,GW,PARANA Atlantico Sul,0.26,1,2,2010,1.0236346138975558
2010,2,2,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.38373002409935,2010-02-02,GW,PARANA Atlantico Sul,0.26,2,2,2010,1.023033657708229
2010,2,3,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.379010051488876,2010-02-03,GW,PARANA Atlantico Sul,0.26,3,2,2010,1.022277251841166
2010,2,4,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.375990033149719,2010-02-04,GW,PARANA Atlantico Sul,0.26,4,2,2010,1.021793274543224
2010,2,5,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.377160042524338,2010-02-05,GW,PARANA Atlantico Sul,0.26,5,2,2010,1.0219807760455668
2010,2,6,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.380509972572327,2010-02-06,GW,PARANA Atlantico Sul,0.26,6,2,2010,1.0225176238096676
2010,2,7,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.388280004262924,2010-02-07,GW,PARANA Atlantico Sul,0.26,7,2,2010,1.0237628211959815
2010,2,8,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.359109997749329,2010-02-08,GW,PARANA Atlantico Sul,0.26,8,2,2010,1.0190881406649566
2010,2,9,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.365689992904663,2010-02-09,GW,PARANA Atlantico Sul,0.26,9,2,2010,1.020142627068055
2010,2,10,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.329869940876961,2010-02-10,GW,PARANA Atlantico Sul,0.26,10,2,2010,1.0144022341148975
2010,2,12,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.349220037460327,2010-02-12,GW,PARANA Atlantico Sul,0.26,12,2,2010,1.0175032111314626
2010,2,13,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.379410088062286,2010-02-13,GW,PARANA Atlantico Sul,0.26,13,2,2010,1.022341360266392
2010,2,18,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7401000019162893,2010-02-18,GW,MATO GROSSO DO SUL Grande,0.0295,18,2,2010,1.0453389857574709
2010,2,19,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7365399990230799,2010-02-19,GW,MATO GROSSO DO SUL Grande,0.0295,19,2,2010,1.0403107330834462
2010,2,20,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7411000039428473,2010-02-20,GW,MATO GROSSO DO SUL Grande,0.0295,20,2,2010,1.046751417998372
2010,2,21,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7503499984741211,2010-02-21,GW,MATO GROSSO DO SUL Grande,0.0295,21,2,2010,1.0598163820255948
2010,2,22,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7312599997967482,2010-02-22,GW,MATO GROSSO DO SUL Grande,0.0295,22,2,2010,1.032853107057554
2010,2,23,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7230199985206127,2010-02-23,GW,MATO GROSSO DO SUL Grande,0.0295,23,2,2010,1.0212146871760066
2010,2,24,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7162299957126379,2010-02-24,GW,MATO GROSSO DO SUL Grande,0.0295,24,2,2010,1.0116242877297146
2010,2,25,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7117400001734495,2010-02-25,GW,MATO GROSSO DO SUL Grande,0.0295,25,2,2010,1.0052824861206915
2010,2,26,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7154500000178814,2010-02-26,GW,MATO GROSSO DO SUL Grande,0.0295,26,2,2010,1.0105225988953128
2010,2,26,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3852799236774445,2010-02-26,GW,PARANA Atlantico Sul,0.26,26,2,2010,1.0232820390508726
2010,2,27,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.720339996740222,2010-02-27,GW,MATO GROSSO DO SUL Grande,0.0295,27,2,2010,1.0174293739268672
2010,2,27,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.385489970445633,2010-02-27,GW,PARANA Atlantico Sul,0.26,27,2,2010,1.0233157003919284
2010,2,28,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7315900009125471,2010-02-28,GW,MATO GROSSO DO SUL Grande,0.0295,28,2,2010,1.0333192103284565
2010,2,28,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.392310053110123,2010-02-28,GW,PARANA Atlantico Sul,0.26,28,2,2010,1.0244086623573914
2010,3,1,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7137700002640486,2010-03-01,GW,MATO GROSSO DO SUL Grande,0.0295,1,3,2010,1.0081497178870744
2010,3,1,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3853499591350555,2010-03-01,GW,PARANA Atlantico Sul,0.26,1,3,2010,1.0232932626818998
2010,3,2,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7156999967992306,2010-03-02,GW,MATO GROSSO DO SUL Grande,0.0295,2,3,2010,1.0108757016938286
2010,3,2,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3855299949646,2010-03-02,GW,PARANA Atlantico Sul,0.26,2,3,2010,1.02332211457766
2010,3,3,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7247500028461218,2010-03-03,GW,MATO GROSSO DO SUL Grande,0.0295,3,3,2010,1.0236581961103415
2010,3,3,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3762500286102295,2010-03-03,GW,PARANA Atlantico Sul,0.26,3,3,2010,1.0218349404824085
2010,3,4,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7212699968367815,2010-03-04,GW,MATO GROSSO DO SUL Grande,0.0295,4,3,2010,1.0187429333852847
2010,3,4,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.387740045785904,2010-03-04,GW,PARANA Atlantico Sul,0.26,4,3,2010,1.0236762893887665
2010,3,5,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7268000021576881,2010-03-05,GW,MATO GROSSO DO SUL Grande,0.0295,5,3,2010,1.0265536753639664
2010,3,5,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.372239917516708,2010-03-05,GW,PARANA Atlantico Sul,0.26,5,3,2010,1.0211922944738314
2010,3,6,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7429499998688698,2010-03-06,GW,MATO GROSSO DO SUL Grande,0.0295,6,3,2010,1.049364406594449
2010,3,6,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.396539986133575,2010-03-06,GW,PARANA Atlantico Sul,0.26,6,3,2010,1.025086536239355
2010,3,7,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7566900011152029,2010-03-07,GW,MATO GROSSO DO SUL Grande,0.0295,7,3,2010,1.0687711880158233
2010,3,7,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.397550016641617,2010-03-07,GW,PARANA Atlantico Sul,0.26,7,3,2010,1.0252484001028233
2010,3,8,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7276900019496679,2010-03-08,GW,MATO GROSSO DO SUL Grande,0.0295,8,3,2010,1.027810737217045
2010,3,8,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.389479994773865,2010-03-08,GW,PARANA Atlantico Sul,0.26,8,3,2010,1.0239551273676064
2010,3,9,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7149500027298927,2010-03-09,GW,MATO GROSSO DO SUL Grande,0.0295,9,3,2010,1.0098163880365718
2010,3,9,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.387679994106293,2010-03-09,GW,PARANA Atlantico Sul,0.26,9,3,2010,1.0236666657221623
2010,3,10,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7302400004118681,2010-03-10,GW,MATO GROSSO DO SUL Grande,0.0295,10,3,2010,1.0314124299602658
2010,3,10,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.379110008478165,2010-03-10,GW,PARANA Atlantico Sul,0.26,10,3,2010,1.0222932705894494
2010,3,11,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7169100046157837,2010-03-11,GW,MATO GROSSO DO SUL Grande,0.0295,11,3,2010,1.0125847522821805
2010,3,11,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.375030010938644,2010-03-11,GW,PARANA Atlantico Sul,0.26,11,3,2010,1.021639424829911
2010,3,12,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7203399986028671,2010-03-12,GW,MATO GROSSO DO SUL Grande,0.0295,12,3,2010,1.017429376557722
2010,3,12,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.360069960355759,2010-03-12,GW,PARANA Atlantico Sul,0.26,12,3,2010,1.0192419808262434
2010,3,13,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7246899977326393,2010-03-13,GW,MATO GROSSO DO SUL Grande,0.0295,13,3,2010,1.0235734431251968
2010,3,14,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7303100004792213,2010-03-14,GW,MATO GROSSO DO SUL Grande,0.0295,14,3,2010,1.0315113001118945
2010,3,15,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7174000013619661,2010-03-15,GW,MATO GROSSO DO SUL Grande,0.0295,15,3,2010,1.013276838081873
2010,3,16,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7167600020766258,2010-03-16,GW,MATO GROSSO DO SUL Grande,0.0295,16,3,2010,1.0123728842890196
2010,3,18,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7082500029355288,2010-03-18,GW,MATO GROSSO DO SUL Grande,0.0295,18,3,2010,1.00035311149086
2010,3,19,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7115600034594536,2010-03-19,GW,MATO GROSSO DO SUL Grande,0.0295,19,3,2010,1.0050282534738046
2010,3,20,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.712270000949502,2010-03-20,GW,MATO GROSSO DO SUL Grande,0.0295,20,3,2010,1.0060310747874321
2010,3,21,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7526399977505207,2010-03-21,GW,MATO GROSSO DO SUL Grande,0.0295,21,3,2010,1.0630508442803965
2010,3,22,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7196899931877851,2010-03-22,GW,MATO GROSSO DO SUL Grande,0.0295,22,3,2010,1.016511289813256
2010,3,23,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7236500009894371,2010-03-23,GW,MATO GROSSO DO SUL Grande,0.0295,23,3,2010,1.0221045211715214
2010,3,24,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.724889999255538,2010-03-24,GW,MATO GROSSO DO SUL Grande,0.0295,24,3,2010,1.0238559311518898
2010,3,25,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7237600032240152,2010-03-25,GW,MATO GROSSO DO SUL Grande,0.0295,25,3,2010,1.0222598915593437
2010,3,26,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7450099959969521,2010-03-26,GW,MATO GROSSO DO SUL Grande,0.0295,26,3,2010,1.0522740056454125
2010,3,27,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7642699927091599,2010-03-27,GW,MATO GROSSO DO SUL Grande,0.0295,27,3,2010,1.0794773908321467
2010,3,28,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7637699898332357,2010-03-28,GW,MATO GROSSO DO SUL Grande,0.0295,28,3,2010,1.0787711720808415
2010,3,29,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.760339992120862,2010-03-29,GW,MATO GROSSO DO SUL Grande,0.0295,29,3,2010,1.0739265425435904
2010,3,30,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7732100002467632,2010-03-30,GW,MATO GROSSO DO SUL Grande,0.0295,30,3,2010,1.092104520122547
2010,3,31,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7473099958151579,2010-03-31,GW,MATO GROSSO DO SUL Grande,0.0295,31,3,2010,1.0555225929592627
2010,3,31,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.375190049409866,2010-03-31,GW,PARANA Atlantico Sul,0.26,31,3,2010,1.0216650720208118
2010,4,1,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7765900008380413,2010-04-01,GW,MATO GROSSO DO SUL Grande,0.0295,1,4,2010,1.0968785322571206
2010,4,2,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7964399941265583,2010-04-02,GW,MATO GROSSO DO SUL Grande,0.0295,2,4,2010,1.1249152459414666
2010,4,3,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7768999971449375,2010-04-03,GW,MATO GROSSO DO SUL Grande,0.0295,3,4,2010,1.0973163801482169
2010,4,4,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.8067700117826462,2010-04-04,GW,MATO GROSSO DO SUL Grande,0.0295,4,4,2010,1.1395056663596699
2010,4,5,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.774269999936223,2010-04-05,GW,MATO GROSSO DO SUL Grande,0.0295,5,4,2010,1.0936016948251739
2010,4,6,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7692799922078848,2010-04-06,GW,MATO GROSSO DO SUL Grande,0.0295,6,4,2010,1.0865536613105717
2010,4,6,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.394289940595627,2010-04-06,GW,PARANA Atlantico Sul,0.26,6,4,2010,1.02472595201853
2010,4,7,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7892899997532368,2010-04-07,GW,MATO GROSSO DO SUL Grande,0.0295,7,4,2010,1.1148163838322553
2010,4,8,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.8014100044965744,2010-04-08,GW,MATO GROSSO DO SUL Grande,0.0295,8,4,2010,1.1319350345996815
2010,4,9,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7381599936634302,2010-04-09,GW,MATO GROSSO DO SUL Grande,0.0295,9,4,2010,1.04259886110654
2010,4,11,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7528399992734194,2010-04-11,GW,MATO GROSSO DO SUL Grande,0.0295,11,4,2010,1.0633333323070895
2010,4,12,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7348399981856346,2010-04-12,GW,MATO GROSSO DO SUL Grande,0.0295,12,4,2010,1.037909601957111
2010,4,12,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.381650030612946,2010-04-12,GW,PARANA Atlantico Sul,0.26,12,4,2010,1.0227003254187412
2010,4,13,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7374899983406067,2010-04-13,GW,MATO GROSSO DO SUL Grande,0.0295,13,4,2010,1.0416525400291055
2010,4,13,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.379879951477051,2010-04-13,GW,PARANA Atlantico Sul,0.26,13,4,2010,1.022416658890553
2010,4,14,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.8284099847078323,2010-04-14,GW,MATO GROSSO DO SUL Grande,0.0295,14,4,2010,1.1700705998698198
2010,4,15,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7799899987876415,2010-04-15,GW,MATO GROSSO DO SUL Grande,0.0295,15,4,2010,1.1016807892480813
2010,4,16,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7612700033932924,2010-04-16,GW,MATO GROSSO DO SUL Grande,0.0295,16,4,2010,1.0752401177871362
2010,4,16,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.375470042228699,2010-04-16,GW,PARANA Atlantico Sul,0.26,16,4,2010,1.0217099426648555
2010,4,17,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7634500041604042,2010-04-17,GW,MATO GROSSO DO SUL Grande,0.0295,17,4,2010,1.0783192149158252
2010,4,17,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.3367200046777725,2010-04-17,GW,PARANA Atlantico Sul,0.26,17,4,2010,1.015500000749643
2010,4,18,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7756700105965137,2010-04-18,GW,MATO GROSSO DO SUL Grande,0.0295,18,4,2010,1.0955791110120252
2010,4,19,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7478900030255318,2010-04-19,GW,MATO GROSSO DO SUL Grande,0.0295,19,4,2010,1.0563418121829544
2010,4,20,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7517000027000904,2010-04-20,GW,MATO GROSSO DO SUL Grande,0.0295,20,4,2010,1.061723167655495
2010,4,20,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.255019977688789,2010-04-20,GW,PARANA Atlantico Sul,0.26,20,4,2010,1.0024070477065368
2010,4,21,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7744300067424774,2010-04-21,GW,MATO GROSSO DO SUL Grande,0.0295,21,4,2010,1.0938276931390924
2010,4,21,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.392340034246445,2010-04-21,GW,PARANA Atlantico Sul,0.26,21,4,2010,1.0244134670266738
2010,4,22,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7849000003188848,2010-04-22,GW,MATO GROSSO DO SUL Grande,0.0295,22,4,2010,1.108615819659442
2010,4,22,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.379469931125641,2010-04-22,GW,PARANA Atlantico Sul,0.26,22,4,2010,1.0223509505009039
2010,4,23,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.8122499994933605,2010-04-23,GW,MATO GROSSO DO SUL Grande,0.0295,23,4,2010,1.147245761996272
2010,4,24,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.8129999935626984,2010-04-24,GW,MATO GROSSO DO SUL Grande,0.0295,24,4,2010,1.148305075653529
2010,4,25,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.8165599964559078,2010-04-25,GW,MATO GROSSO DO SUL Grande,0.0295,25,4,2010,1.1533333283275535
2010,4,25,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.4064600467681885,2010-04-25,GW,PARANA Atlantico Sul,0.26,25,4,2010,1.026676289546184
2010,4,26,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.7895400151610374,2010-04-26,GW,MATO GROSSO DO SUL Grande,0.0295,26,4,2010,1.1151695129393184
2010,4,26,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.395029991865158,2010-04-26,GW,PARANA Atlantico Sul,0.26,26,4,2010,1.0248445499783907
2010,4,27,MATO GROSSO DO SUL,SECO,Hydro,GWh,ONS Hourly,MATO GROSSO DO SUL Grande,0.8035600073635578,2010-04-27,GW,MATO GROSSO DO SUL Grande,0.0295,27,4,2010,1.134971761812935
2010,4,27,PARANA,S,Hydro,GWh,ONS Hourly,PARANA Atlantico Sul,6.378019958734512,2010-04-27,GW,PARANA Atlantico Sul,0.26,27,4,2010,1.0221185831305308
